QueryName	ReferenceStart	ReferenceEnd	PrimerPair	Primer1	Primer1Start	Primer2	Primer2Start	IsSecondary	IsSupplementary	Start	End	CorrectlyPaired
78a0c69c-1fba-4427-8262-c2b94cd263ec	3899	4302	Ebov-DRC_14_LEFT_Ebov-DRC_14_RIGHT	Ebov-DRC_14_LEFT	115	Ebov-DRC_14_RIGHT	93	False	False	4014	4395	1
fa785694-023d-4698-927e-db9469f816d8	3899	4302	Ebov-DRC_14_LEFT_Ebov-DRC_14_RIGHT	Ebov-DRC_14_LEFT	115	Ebov-DRC_14_RIGHT	93	False	False	4014	4395	1
d1a3cadd-bc96-4c99-b371-6ba666cc891e	3899	4308	Ebov-DRC_14_LEFT_Ebov-DRC_14_RIGHT	Ebov-DRC_14_LEFT	115	Ebov-DRC_14_RIGHT	87	False	False	4014	4395	1
e378b88e-e882-4b10-b207-468d34f4575c	3900	4300	Ebov-DRC_14_LEFT_Ebov-DRC_14_RIGHT	Ebov-DRC_14_LEFT	114	Ebov-DRC_14_RIGHT	95	False	False	4014	4395	1
8fe34e22-dffd-4981-95e1-98e347a53b73	3900	4302	Ebov-DRC_14_LEFT_Ebov-DRC_14_RIGHT	Ebov-DRC_14_LEFT	114	Ebov-DRC_14_RIGHT	93	False	False	4014	4395	1
d18227f2-9015-494d-8dcf-198313b0f18b	3900	4299	Ebov-DRC_14_LEFT_Ebov-DRC_14_RIGHT	Ebov-DRC_14_LEFT	114	Ebov-DRC_14_RIGHT	96	False	False	4014	4395	1
cd0f531b-02c1-4725-9e0b-4370202aa7ce	4007	4298	Ebov-DRC_14_LEFT_Ebov-DRC_14_RIGHT	Ebov-DRC_14_LEFT	7	Ebov-DRC_14_RIGHT	97	False	False	4014	4395	1
f446387d-66c1-4be3-a9be-99d5dd0a9c83	4010	4302	Ebov-DRC_14_LEFT_Ebov-DRC_14_RIGHT	Ebov-DRC_14_LEFT	4	Ebov-DRC_14_RIGHT	93	False	False	4014	4395	1
33db2be3-eb71-4fca-8aa5-04c18ce0ff64	4011	4302	Ebov-DRC_14_LEFT_Ebov-DRC_14_RIGHT	Ebov-DRC_14_LEFT	3	Ebov-DRC_14_RIGHT	93	False	False	4014	4395	1
4a3470ec-7eff-4c27-b820-bb8b2dba9322	4013	4293	Ebov-DRC_14_LEFT_Ebov-DRC_14_RIGHT	Ebov-DRC_14_LEFT	1	Ebov-DRC_14_RIGHT	102	False	False	4014	4395	1
fbaf7c4d-8458-4909-8373-aa29962dd80b	4230	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	57	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
af65ba27-24be-4936-8354-c600e378be4b	4231	4607	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	56	Ebov-DRC_15_RIGHT	89	False	False	4287	4696	1
af66ae44-29c7-471a-bf9a-2129fb81dde4	4235	4620	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	52	Ebov-DRC_15_RIGHT	76	False	False	4287	4696	1
33a49500-dcd8-45ab-833e-697ca376fbe4	4235	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	52	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
b84541ca-91bb-487a-b363-00772e4009df	4238	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	49	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
c4012adb-1557-439b-b379-3e5af4bd8992	4238	4621	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	49	Ebov-DRC_15_RIGHT	75	False	False	4287	4696	1
6ef15275-e767-4ee1-8a0c-182fc8069d05	4238	4621	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	49	Ebov-DRC_15_RIGHT	75	False	False	4287	4696	1
54a8dcb8-fa78-4cbb-b384-d24678cbe52d	4238	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	49	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
87ce6902-8db7-4ac0-9e5b-d371a264d66e	4238	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	49	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
154d413a-da76-4f09-9646-4debac270f97	4238	4621	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	49	Ebov-DRC_15_RIGHT	75	False	False	4287	4696	1
3fd7745a-73e1-4303-9e57-014e5bf84a6a	4238	4610	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	49	Ebov-DRC_15_RIGHT	86	False	False	4287	4696	1
1e25e0ac-0ed2-42fa-b7e3-9846d55cd431	4238	4620	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	49	Ebov-DRC_15_RIGHT	76	False	False	4287	4696	1
f4d57118-0f4e-4c8e-bbcb-dce449819901	4238	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	49	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
c4b5f008-c0d0-4e38-a31f-f9fe87b586e5	4238	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	49	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
cd0bc812-9658-4186-b9d4-e8fd8d8e056f	4238	4621	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	49	Ebov-DRC_15_RIGHT	75	False	False	4287	4696	1
12cfee45-110c-4c9d-9182-b519b80afbfa	4238	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	49	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
947f710b-7644-401f-a529-0de88e250b35	4238	4619	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	49	Ebov-DRC_15_RIGHT	77	False	False	4287	4696	1
293ba543-0054-4add-aa59-a50770ac906b	4238	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	49	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
3acc913f-c3ef-40c2-9ec6-53a23a3eb41d	4238	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	49	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
9d7578cb-71ff-4598-a666-fc063d00df6a	4238	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	49	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
14624eac-f319-467f-a710-5a5ac6d2f913	4238	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	49	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
000ef4e5-0960-4c0a-a005-170c6e508844	4238	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	49	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
c89b52e7-d05f-405a-acd2-49b6c6c26332	4238	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	49	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
d6868a21-edef-4947-910f-8d7fadb9a9a2	4238	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	49	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
46b25849-57f1-492f-9a32-4fa37319cd76	4238	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	49	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
484f0871-79bc-476e-9c07-52d887ce542f	4238	4613	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	49	Ebov-DRC_15_RIGHT	83	False	False	4287	4696	1
8434ee1e-7ab3-416d-b21d-674684ca9c45	4238	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	49	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
eccb55b6-9499-4337-878e-612b7bc19b9f	4238	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	49	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
c2d29e6a-dcdd-408b-a8f6-9774c3db3adc	4238	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	49	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
70ed908e-0eee-491c-8086-736ec7d7b235	4238	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	49	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
25dae483-7811-4346-afad-d3cb98e0b388	4238	4615	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	49	Ebov-DRC_15_RIGHT	81	False	False	4287	4696	1
867f18c1-7f2e-4574-9a79-8e74dcbcbe91	4238	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	49	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
e344fa47-2ce1-4156-a341-0a453adf3d56	4238	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	49	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
93828272-c713-4f99-8de6-0706e6b8746e	4238	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	49	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
3bcee569-9478-42a2-9a70-1e9d34d847fa	4238	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	49	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
381ba0d1-b374-42ce-8551-11d81ede7b0c	4238	4619	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	49	Ebov-DRC_15_RIGHT	77	False	False	4287	4696	1
6abbe959-2c27-42c8-999c-c6eb6011e52c	4238	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	49	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
4716f15f-bd54-4f7a-84d6-6f327346aba3	4238	4623	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	49	Ebov-DRC_15_RIGHT	73	False	False	4287	4696	1
2c64e45b-c9f8-49a8-a942-3ea999411357	4238	4621	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	49	Ebov-DRC_15_RIGHT	75	False	False	4287	4696	1
f5ccea6c-d86c-47f4-b85f-3de018c07f18	4238	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	49	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
64844c8d-e9f0-4afd-8f2a-109cc71cb720	4238	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	49	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
f5579fcf-31e7-42a2-8154-9ea16df1fef4	4239	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	48	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
7d318213-781a-4452-b735-128ee0d5cf64	4240	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	47	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
c082e33b-d634-46b7-b8ec-1dc71a6e0fbe	4240	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	47	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
a1aba39c-947a-45ff-b066-5590342a3897	4240	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	47	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
9a7c4ea9-b8b7-42b4-8927-49a88237f34b	4240	4621	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	47	Ebov-DRC_15_RIGHT	75	False	False	4287	4696	1
e545342e-e137-4568-b97f-f19fe6359243	4240	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	47	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
2e083440-10c7-411f-8833-6d618ec63aa5	4240	4613	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	47	Ebov-DRC_15_RIGHT	83	False	False	4287	4696	1
909b5e9a-5eae-4b8a-8a81-7bf18e3ca3cf	4241	4619	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	46	Ebov-DRC_15_RIGHT	77	False	False	4287	4696	1
caf2c203-77be-43f9-810b-ff58767e7245	4241	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	46	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
50e64a58-d3ff-4701-a644-ecc9a5c7459b	4242	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	45	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
c03ea584-db2b-422c-a182-4b145564d315	4242	4619	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	45	Ebov-DRC_15_RIGHT	77	False	False	4287	4696	1
4170c68f-80cf-48bc-9d50-7817ddf74bf5	4242	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	45	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
fc598dab-ce46-4f5f-9ca1-43942fa913dc	4242	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	45	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
c99088de-3d2f-4c46-86d6-1c01681ff7f0	4242	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	45	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
4baf298b-1765-4204-af68-00cebb367a7c	4248	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	39	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
eeebe336-d2fb-4bda-92ee-c24fb3c5b416	4248	4619	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	39	Ebov-DRC_15_RIGHT	77	False	False	4287	4696	1
0623a9eb-a672-463b-852c-86341fddbb4f	4259	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	28	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
62e3f934-0c5f-4a21-9e8a-8f1d12bb97ad	4292	4554	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	5	Ebov-DRC_15_RIGHT	142	False	False	4287	4696	1
283f0fd9-a5ba-4e75-b6c8-3fa0c9d72d51	4296	4622	Ebov-DRC_15_LEFT_Ebov-DRC_15_RIGHT	Ebov-DRC_15_LEFT	9	Ebov-DRC_15_RIGHT	74	False	False	4287	4696	1
f24ce611-048a-44ca-814c-0d64330e27fc	4564	4928	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	86	False	False	4606	5014	1
b5dcd65e-d7d4-45dd-8a75-242a2c65ecfd	4564	4927	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	87	False	False	4606	5014	1
2daeb143-cc65-495c-9ec1-24a83cc76282	4564	4927	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	87	False	False	4606	5014	1
13599d21-ece9-46bd-8df3-99dadc33b7a7	4564	4946	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	68	False	False	4606	5014	1
c927af29-e792-4187-b2ea-6ad1c7a34443	4564	4947	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	67	False	False	4606	5014	1
93783da3-2109-4e82-a5aa-cab3f8f9a024	4564	4947	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	67	False	False	4606	5014	1
4abe278e-1c28-47e4-bd3d-36eafba4e745	4564	4947	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	67	False	False	4606	5014	1
efbdd771-f526-4ca5-92d7-9e6aed03c989	4564	4947	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	67	False	False	4606	5014	1
c0f5f35e-420e-4753-aee2-3fc433cca3a1	4564	4947	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	67	False	False	4606	5014	1
86bc18fe-fc0d-4d79-99a7-3a02afabe1cb	4564	4947	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	67	False	False	4606	5014	1
6b05cd94-6d97-4aaa-a0bc-8b582205cec2	4564	4947	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	67	False	False	4606	5014	1
b7d387b1-067f-4896-8062-716c58e13c46	4564	4947	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	67	False	False	4606	5014	1
60c8d343-ec9e-4810-a531-8dec05c5e78c	4564	4947	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	67	False	False	4606	5014	1
e4b7b074-4b8a-4326-a699-ce712e996d5d	4564	4947	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	67	False	False	4606	5014	1
d0bf622f-2746-4c2f-8d4b-f1132331387c	4564	4947	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	67	False	False	4606	5014	1
39e7d699-72fe-4022-847f-c2fe657ecd10	4564	4948	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	66	False	False	4606	5014	1
f9a1c0ec-d8cf-4e9c-9500-f86e9d87c595	4564	4931	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	83	False	False	4606	5014	1
a871cfb6-e901-4f7f-b5df-0d03b6831b55	4564	4947	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	67	False	False	4606	5014	1
afb1ce85-fc6f-4700-b0f9-bbb91b40220b	4564	4947	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	67	False	False	4606	5014	1
a87c7c2e-f29c-4a31-96f1-5ab1a147e238	4564	4947	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	67	False	False	4606	5014	1
945bb3af-671d-4123-8954-60ef0d13b545	4564	4947	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	67	False	False	4606	5014	1
2b06d012-5850-401c-8863-f53cb59f9778	4564	4943	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	71	False	False	4606	5014	1
e4dd900b-4082-4437-884d-82eb20d043ee	4564	4947	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	67	False	False	4606	5014	1
0f9afd5c-c824-4e61-a7e1-6bbc89be9292	4564	4943	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	71	False	False	4606	5014	1
087c3147-b371-4d39-a7a7-d309bac0990b	4564	4947	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	67	False	False	4606	5014	1
c460c082-c4d7-4496-a785-151a669c8c93	4564	4947	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	67	False	False	4606	5014	1
348dc9a3-6bea-48c1-85ad-d85a9e9d1f9e	4564	4943	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	71	False	False	4606	5014	1
e1d522a5-6978-4715-9107-c9ce16198926	4564	4885	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	129	False	False	4606	5014	1
819ec36f-061c-499a-a3ef-756a6ac4867b	4564	4947	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	67	False	False	4606	5014	1
7290cb74-64d9-46bd-901a-054ee2434f6d	4564	4947	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	67	False	False	4606	5014	1
47311536-1058-49d0-ac45-a9cc0be3d348	4564	4946	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	68	False	False	4606	5014	1
b3675a81-b1de-4721-8b65-cce3567a8a44	4564	4945	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	69	False	False	4606	5014	1
86d1ffe8-e7c9-4a7f-bfd0-c9f9222d0329	4564	4947	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	67	False	False	4606	5014	1
041e14ec-2675-42e0-a32e-e4c2445fb5a2	4564	4947	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	67	False	False	4606	5014	1
61993400-e468-4294-80ba-b01b3238f7e8	4564	4947	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	67	False	False	4606	5014	1
e3bf64cc-6f3f-4989-bd37-1fb36c220124	4564	4947	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	67	False	False	4606	5014	1
97f3b8eb-b983-4b14-876e-1d7cf058f172	4564	4947	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	67	False	False	4606	5014	1
714f9448-fc46-41b1-a4eb-9ca86ad82be1	4564	4938	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	76	False	False	4606	5014	1
b91ec2fb-4b1c-4e5a-8c0b-0eb373551f48	4564	4947	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	67	False	False	4606	5014	1
b082003a-8203-4e25-bbd9-aefaf0e42346	4564	4947	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	67	False	False	4606	5014	1
04cc60cb-839b-40ed-9061-3f00cdfe3255	4564	4944	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	70	False	False	4606	5014	1
7bac0cd3-ef7c-4249-b6d7-b5eef81fd94d	4564	4947	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	67	False	False	4606	5014	1
30ff4284-093a-4489-aaf9-17b2421af820	4564	4947	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	67	False	False	4606	5014	1
2990193b-2c22-4613-8788-79b6d1912506	4564	4947	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	67	False	False	4606	5014	1
f21535c1-6962-485b-a7e0-b2ea49f52e3d	4564	4947	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	67	False	False	4606	5014	1
791e50eb-7b67-46bb-a7de-40190d094e2d	4564	4947	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	67	False	False	4606	5014	1
aa770d97-5ee8-45d0-a539-97af5c2b5e57	4564	4947	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	67	False	False	4606	5014	1
448e7ef6-20c6-4aa2-8f8c-4d0e1e42348f	4564	4947	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	67	False	False	4606	5014	1
21549b4d-d2ef-4517-8b45-f648d3245cb1	4564	4944	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	70	False	False	4606	5014	1
d3f1d260-74a4-4d5b-96aa-7aaeda5fd19a	4564	4947	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	67	False	False	4606	5014	1
183c652b-9505-4caf-a320-ce10ec54af82	4564	4946	Ebov-DRC_16_LEFT_Ebov-DRC_16_RIGHT	Ebov-DRC_16_LEFT	42	Ebov-DRC_16_RIGHT	68	False	False	4606	5014	1
